,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Employment Labor Force,Poverty Rate,Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude,Employment_PCT,Recommended,Another_Store_Present
8618,26150,6132.0,37.6,51534.0,22871.0,785.0,2933.0,12.801696020874102,,,,,,,,,,,,,,47.8310502283105,Y,0
8655,26253,3079.0,36.6,45131.0,21358.0,592.0,1532.0,19.22702176031179,,,,,,,,,,,,,,49.75641442026632,Y,0
8675,26283,2201.0,41.1,45064.0,19384.0,392.0,1058.0,17.810086324398,,,,,,,,,,,,,,48.06905951840073,Y,0
8691,26330,13886.0,43.4,63675.0,34170.0,1222.0,7063.0,8.80023044793317,,,,,,,,,,,,,,50.86417974938787,Y,0
8707,26369,547.0,41.8,44375.0,22247.0,106.0,269.0,19.378427787934186,,,,,,,,,,,,,,49.177330895795244,Y,0
8709,26374,1608.0,38.2,50282.0,21818.0,116.0,849.0,7.213930348258707,,,,,,,,,,,,,,52.798507462686565,Y,0
8712,26378,4435.0,40.0,44942.0,24956.0,527.0,2487.0,11.882750845546786,,,,,,,,,,,,,,56.076662908680944,Y,0
8741,26451,835.0,43.0,43333.0,27587.0,42.0,461.0,5.029940119760479,,,,,,,,,,,,,,55.209580838323355,Y,0
8747,26508,32029.0,34.0,64144.0,32586.0,3993.0,17066.0,12.466826938087358,,,,,,,,,,,,,,53.28296231540167,Y,0
8754,26541,3156.0,40.8,48834.0,24074.0,169.0,1503.0,5.354879594423321,,,,,,,,,,,,,,47.62357414448669,Y,0
8755,26542,2804.0,41.8,44103.0,22982.0,362.0,1420.0,12.91012838801712,,,,,,,,,,,,,,50.64194008559201,Y,0
8758,26554,41611.0,40.8,42489.0,24219.0,6474.0,20840.0,15.558386003700944,,,,,,,,,,,,,,50.0829107687871,Y,0
8767,26574,553.0,40.9,44038.0,21078.0,117.0,277.0,21.15732368896926,,,,,,,,,,,,,,50.09041591320072,Y,0
8800,26681,1443.0,41.0,46042.0,25543.0,130.0,759.0,9.00900900900901,,,,,,,,,,,,,,52.5987525987526,Y,0
8850,27007,2192.0,36.9,58194.0,22961.0,129.0,1127.0,5.885036496350365,,,,,,,,,,,,,,51.41423357664234,Y,0
8851,27009,2884.0,42.0,55068.0,25705.0,207.0,1381.0,7.17753120665742,,,,,,,,,,,,,,47.88488210818308,Y,0
8854,27013,6605.0,39.4,46834.0,20679.0,991.0,3430.0,15.003785011355035,,,,,,,,,,,,,,51.93035579106737,Y,0
8858,27018,7997.0,41.5,43724.0,20980.0,1370.0,3778.0,17.13142428410654,,,,,,,,,,,,,,47.24271601850694,Y,0
8861,27021,16866.0,41.1,43454.0,22380.0,2524.0,7985.0,14.96501838017313,,,,,,,,,,,,,,47.34376852840033,Y,0
8865,27025,11722.0,42.5,41777.0,22171.0,1609.0,5676.0,13.72632656543252,,,,,,,,,,,,,,48.42177102883467,Y,0
8888,32205,29730.0,36.6,41444.0,25374.0,6873.0,15652.0,23.118062563067607,,,,,,,,,,,,,,52.64715775311134,Y,0
8897,32216,34407.0,35.8,48276.0,25759.0,5944.0,19230.0,17.275554393001425,,,,,,,,,,,,,,55.88978986834074,Y,0
8904,32219,11033.0,42.9,43469.0,20242.0,1888.0,5954.0,17.112299465240643,,,,,,,,,,,,,,53.96537659748029,Y,0
8905,32220,14620.0,35.2,53255.0,21493.0,1605.0,7417.0,10.978112175102599,,,,,,,,,,,,,,50.73187414500684,Y,0
8906,32221,28687.0,37.0,58990.0,24903.0,4332.0,14905.0,15.100916791578067,,,,,,,,,,,,,,51.95733258967476,Y,0
8918,32226,16439.0,37.3,70284.0,28327.0,1395.0,8326.0,8.485917634892633,,,,,,,,,,,,,,50.647849625889656,Y,0
8922,32234,5929.0,38.9,50159.0,20239.0,740.0,2911.0,12.481025468038455,,,,,,,,,,,,,,49.09765559116209,Y,0
8954,32308,22326.0,39.9,53483.0,32932.0,3071.0,11984.0,13.755262922153543,,,,,,,,,,,,,,53.67732688345427,Y,0
8958,32311,19400.0,37.6,61061.0,32241.0,1347.0,10900.0,6.943298969072165,,,,,,,,,,,,,,56.18556701030928,Y,0
8960,32317,13325.0,40.4,87761.0,36290.0,340.0,7551.0,2.551594746716698,,,,,,,,,,,,,,56.667917448405255,Y,0
8966,32327,27457.0,39.1,53396.0,21581.0,3308.0,12942.0,12.047929489747606,,,,,,,,,,,,,,47.1355209964672,Y,0
8975,32343,3107.0,33.9,47933.0,19778.0,471.0,1605.0,15.15931766977792,,,,,,,,,,,,,,51.65754747344705,Y,0
8985,32358,2025.0,38.0,45806.0,26517.0,351.0,938.0,17.333333333333332,,,,,,,,,,,,,,46.32098765432099,Y,0
8993,32407,9164.0,37.7,51328.0,26615.0,1161.0,4898.0,12.66914011348756,,,,,,,,,,,,,,53.44827586206897,Y,0
8994,32408,16244.0,43.2,49092.0,30987.0,1568.0,9561.0,9.65279487810884,,,,,,,,,,,,,,58.858655503570546,Y,0
8995,32409,8635.0,41.4,50461.0,24300.0,1174.0,4132.0,13.595830920671686,,,,,,,,,,,,,,47.851766068326576,Y,0
9014,32438,4068.0,36.6,40234.0,17988.0,819.0,1929.0,20.13274336283186,,,,,,,,,,,,,,47.418879056047196,Y,0
9015,32439,7853.0,40.5,46206.0,23630.0,1075.0,3902.0,13.689036037183243,,,,,,,,,,,,,,49.688017318222336,Y,0
9027,32459,12372.0,42.8,58800.0,34106.0,925.0,6858.0,7.476559974135144,,,,,,,,,,,,,,55.43161978661494,Y,0
9050,32526,35457.0,41.4,52333.0,25052.0,3493.0,18129.0,9.851369264179146,,,,,,,,,,,,,,51.12953718588713,Y,0
9052,32531,5472.0,41.4,53581.0,27274.0,833.0,2678.0,15.222953216374268,,,,,,,,,,,,,,48.94005847953216,Y,0
9053,32533,27434.0,41.0,56388.0,24970.0,3200.0,13811.0,11.66435809579354,,,,,,,,,,,,,,50.342640519063934,Y,0
9057,32539,25243.0,35.6,51750.0,21687.0,3947.0,11659.0,15.636017905954127,,,,,,,,,,,,,,46.18706175969576,Y,0
9071,32566,35373.0,35.7,65064.0,29432.0,3681.0,18093.0,10.40624204902044,,,,,,,,,,,,,,51.14918157917055,Y,0
9076,32570,28021.0,39.3,47649.0,22676.0,4071.0,13395.0,14.52838942221905,,,,,,,,,,,,,,47.80343313943114,Y,0
9079,32578,30428.0,42.8,73218.0,34747.0,2415.0,15897.0,7.936768765610622,,,,,,,,,,,,,,52.24464309188905,Y,0
9081,32580,4244.0,32.5,58794.0,28673.0,213.0,2298.0,5.018850141376061,,,,,,,,,,,,,,54.14703110273327,Y,0
9095,32615,14997.0,43.5,54899.0,28621.0,2145.0,7489.0,14.302860572114422,,,,,,,,,,,,,,49.93665399746616,Y,0
9109,32643,10443.0,42.5,50561.0,23725.0,1783.0,5144.0,17.073637843531554,,,,,,,,,,,,,,49.25787608924639,Y,0
9111,32653,14122.0,42.9,69574.0,36104.0,1182.0,7586.0,8.369919274890242,,,,,,,,,,,,,,53.71760373884719,Y,0
9138,32709,2271.0,42.8,48705.0,19113.0,394.0,1240.0,17.349185380889477,,,,,,,,,,,,,,54.601497137824744,Y,0
9139,32712,42401.0,39.1,63347.0,27859.0,5689.0,22296.0,13.417136388292729,,,,,,,,,,,,,,52.583665479587744,Y,0
9152,32738,43347.0,36.1,50346.0,20302.0,5628.0,21050.0,12.983597480794518,,,,,,,,,,,,,,48.561607493021434,Y,0
9156,32750,23173.0,42.7,61630.0,27056.0,1991.0,12698.0,8.591895740732749,,,,,,,,,,,,,,54.79653044491434,Y,0
9169,32766,15355.0,37.4,86301.0,30940.0,572.0,7821.0,3.7251709540866167,,,,,,,,,,,,,,50.93454900683816,Y,0
9173,32776,9902.0,41.3,60873.0,28923.0,439.0,5432.0,4.433447788325591,,,,,,,,,,,,,,54.85760452433852,Y,0
9200,32810,33503.0,33.9,42580.0,21716.0,6957.0,18507.0,20.765304599588095,,,,,,,,,,,,,,55.23982926902068,Y,0
9217,32820,8767.0,33.0,69861.0,25629.0,1007.0,4643.0,11.486255275464812,,,,,,,,,,,,,,52.95996349948671,Y,0
9235,32829,20542.0,31.3,67947.0,24976.0,2321.0,11202.0,11.298802453509882,,,,,,,,,,,,,,54.53217797682796,Y,0
9243,32832,16194.0,31.7,75331.0,29534.0,700.0,8743.0,4.322588613066568,,,,,,,,,,,,,,53.989131777201436,Y,0
9244,32833,9014.0,36.0,59000.0,24679.0,1456.0,4390.0,16.152651431107167,,,,,,,,,,,,,,48.70201908142889,Y,0
9246,32836,17137.0,37.9,80270.0,46469.0,1579.0,9362.0,9.213981443659916,,,,,,,,,,,,,,54.63033203011029,Y,0
9261,32907,41735.0,42.3,49009.0,22428.0,6885.0,20671.0,16.4969450101833,,,,,,,,,,,,,,49.529172157661435,Y,0
9263,32909,30393.0,39.5,45536.0,19553.0,4851.0,14311.0,15.960912052117264,,,,,,,,,,,,,,47.08650018096272,Y,0
9267,32926,23047.0,43.2,47314.0,22892.0,2989.0,10708.0,12.96914999783052,,,,,,,,,,,,,,46.46157851347247,Y,0
9268,32927,25480.0,41.1,53633.0,23439.0,2829.0,13672.0,11.102825745682889,,,,,,,,,,,,,,53.657770800627944,Y,0
9290,32967,19901.0,40.2,44667.0,23754.0,4283.0,9324.0,21.521531581327572,,,,,,,,,,,,,,46.851916989096026,Y,0
9291,32968,13812.0,42.5,63007.0,27387.0,878.0,6697.0,6.356791196061396,,,,,,,,,,,,,,48.48682305241819,Y,0
9324,33029,47086.0,36.6,88264.0,30976.0,1565.0,26136.0,3.3237055600390772,,,,,,,,,,,,,,55.50694473941299,Y,0
9326,33031,6411.0,41.6,62609.0,27902.0,1227.0,3060.0,19.138979878334112,,,,,,,,,,,,,,47.73046326626111,Y,0
9327,33032,37028.0,30.8,41469.0,18009.0,9796.0,17329.0,26.455655179863886,,,,,,,,,,,,,,46.79971913146808,Y,0
9340,33050,8901.0,42.4,47373.0,29475.0,2054.0,4534.0,23.07605886978991,,,,,,,,,,,,,,50.93809684305134,Y,0
9438,33169,38545.0,33.3,42860.0,18831.0,6274.0,20636.0,16.277078739136076,,,,,,,,,,,,,,53.53742379037489,Y,0
9452,33177,56355.0,38.6,55559.0,18186.0,6999.0,28400.0,12.419483630556295,,,,,,,,,,,,,,50.394818560908526,Y,0
9464,33185,29029.0,36.1,76293.0,25355.0,2714.0,15419.0,9.349271418236935,,,,,,,,,,,,,,53.115849667573805,Y,0
9468,33187,17159.0,39.2,68571.0,23714.0,1299.0,8660.0,7.570371233754881,,,,,,,,,,,,,,50.46914155836587,Y,0
9486,33309,35279.0,37.2,45968.0,22082.0,6327.0,20561.0,17.934181807874374,,,,,,,,,,,,,,58.28113041752884,Y,0
9561,33428,38943.0,40.6,59152.0,28842.0,3672.0,21654.0,9.429165703720823,,,,,,,,,,,,,,55.60434481164779,Y,0
9595,33462,32180.0,39.3,45848.0,26566.0,5422.0,16688.0,16.84897451833437,,,,,,,,,,,,,,51.85829707893101,Y,0
9599,33470,25566.0,40.3,73710.0,29201.0,2198.0,14326.0,8.597355863255887,,,,,,,,,,,,,,56.035359461785184,Y,0
9616,33510,26703.0,37.2,53504.0,25285.0,3204.0,14522.0,11.998651836872261,,,,,,,,,,,,,,54.38340261393851,Y,0
9629,33527,15281.0,31.9,49302.0,19945.0,3558.0,7943.0,23.28381650415549,,,,,,,,,,,,,,51.97958248805706,Y,0
9637,33545,13599.0,32.2,66115.0,22823.0,1303.0,6997.0,9.581586881388338,,,,,,,,,,,,,,51.45231267004927,Y,0
9642,33558,20550.0,40.6,71935.0,36146.0,1369.0,11607.0,6.661800486618005,,,,,,,,,,,,,,56.481751824817515,Y,0
9645,33565,18477.0,43.4,49680.0,23285.0,2400.0,9155.0,12.989121610651079,,,,,,,,,,,,,,49.54808681062943,Y,0
9647,33567,10787.0,35.9,53055.0,20342.0,2156.0,5435.0,19.9870214146658,,,,,,,,,,,,,,50.38472235097803,Y,0
9650,33572,15317.0,41.9,70671.0,35973.0,1340.0,7898.0,8.748449435268002,,,,,,,,,,,,,,51.563622119213946,Y,0
9656,33579,26188.0,33.6,76333.0,26699.0,1628.0,13930.0,6.216587750114556,,,,,,,,,,,,,,53.192301817626394,Y,0
9657,33584,25274.0,37.3,54377.0,24126.0,2965.0,13014.0,11.731423597372794,,,,,,,,,,,,,,51.49165149956477,Y,0
9660,33594,33482.0,38.3,62546.0,27893.0,2963.0,16960.0,8.849531091332656,,,,,,,,,,,,,,50.65408279075324,Y,0
9661,33596,29771.0,40.8,88844.0,35990.0,1306.0,15937.0,4.386819387995029,,,,,,,,,,,,,,53.531960632830604,Y,0
9704,33624,38931.0,39.7,57872.0,29228.0,4807.0,23155.0,12.347486578818936,,,,,,,,,,,,,,59.47702345174797,Y,0
9733,33713,30668.0,40.0,45902.0,23891.0,5051.0,18237.0,16.469936089735228,,,,,,,,,,,,,,59.46589278727012,Y,0
9776,33810,47995.0,40.5,51909.0,22716.0,6126.0,22685.0,12.763829565579748,,,,,,,,,,,,,,47.265340139597875,Y,0
9777,33811,20011.0,39.0,55000.0,25472.0,1550.0,10152.0,7.7457398430863025,,,,,,,,,,,,,,50.73209734645945,Y,0
9778,33812,13896.0,36.0,66860.0,26701.0,1336.0,6952.0,9.614277489925158,,,,,,,,,,,,,,50.028785261945885,Y,0
9794,33849,797.0,42.1,64500.0,20739.0,9.0,385.0,1.1292346298619824,,,,,,,,,,,,,,48.306148055207025,Y,0
9796,33851,863.0,34.8,59083.0,23332.0,123.0,530.0,14.25260718424102,,,,,,,,,,,,,,61.41367323290846,Y,0
9804,33860,22487.0,34.6,45597.0,19823.0,3628.0,10995.0,16.133766176012806,,,,,,,,,,,,,,48.89491706319207,Y,0
9818,33896,8746.0,36.5,50162.0,23939.0,988.0,4950.0,11.296592728104276,,,,,,,,,,,,,,56.59730162359936,Y,0
9819,33897,15846.0,39.2,51424.0,21871.0,1960.0,8484.0,12.369052126719676,,,,,,,,,,,,,,53.54032563422946,Y,0
9874,33972,12502.0,39.6,51286.0,20118.0,2214.0,6116.0,17.70916653335466,,,,,,,,,,,,,,48.92017277235642,Y,0
9883,33991,16711.0,41.7,52633.0,22616.0,2435.0,8002.0,14.571240500269283,,,,,,,,,,,,,,47.88462689246604,Y,0
9905,34117,14983.0,40.8,59763.0,21149.0,1724.0,8715.0,11.50637389040913,,,,,,,,,,,,,,58.16592137756123,Y,0
9928,34212,15213.0,42.9,87415.0,36924.0,897.0,7256.0,5.89627292447249,,,,,,,,,,,,,,47.696049431407346,Y,0
9932,34219,18073.0,43.3,72158.0,30074.0,1079.0,8682.0,5.970231837547723,,,,,,,,,,,,,,48.03851048525425,Y,0
9963,34251,5819.0,42.4,63304.0,25302.0,801.0,3022.0,13.765251761471044,,,,,,,,,,,,,,51.9333218766111,Y,0
9969,34286,20700.0,36.7,57520.0,21591.0,2986.0,9975.0,14.42512077294686,,,,,,,,,,,,,,48.18840579710145,Y,0
10005,34479,13241.0,42.6,41182.0,19785.0,2039.0,6608.0,15.39913903783702,,,,,,,,,,,,,,49.90559625405936,Y,0
10006,34480,18785.0,39.9,50296.0,29981.0,2003.0,9289.0,10.662762842693638,,,,,,,,,,,,,,49.44902848017035,Y,0
10024,34638,22234.0,33.7,75617.0,29291.0,1164.0,11627.0,5.235225330574796,,,,,,,,,,,,,,52.293784294324006,Y,0
10025,34639,24985.0,39.4,64302.0,27554.0,1109.0,13652.0,4.438663197918752,,,,,,,,,,,,,,54.64078447068241,Y,0
10038,34681,1471.0,39.0,72279.0,31520.0,4.0,934.0,0.27192386131883073,,,,,,,,,,,,,,63.49422161794698,Y,0
10053,34715,15266.0,36.1,58246.0,22103.0,1404.0,7704.0,9.196908161928468,,,,,,,,,,,,,,50.465085811607494,Y,0
10055,34734,4001.0,39.1,59632.0,27960.0,392.0,2218.0,9.797550612346914,,,,,,,,,,,,,,55.43614096475881,Y,0
10062,34744,44675.0,36.2,45589.0,19455.0,7785.0,23039.0,17.425853385562394,,,,,,,,,,,,,,51.57022943480694,Y,0
10069,34756,3253.0,44.3,78750.0,35839.0,153.0,1744.0,4.7033507531509375,,,,,,,,,,,,,,53.612050415001534,Y,0
10076,34771,13632.0,41.1,59272.0,26151.0,1648.0,6981.0,12.089201877934272,,,,,,,,,,,,,,51.210387323943664,Y,0
10077,34772,23642.0,36.5,56219.0,22836.0,1930.0,12120.0,8.163437949412064,,,,,,,,,,,,,,51.264698418069536,Y,0
10078,34773,3379.0,40.1,45282.0,18150.0,540.0,1565.0,15.98105948505475,,,,,,,,,,,,,,46.315477952056824,Y,0
10092,34953,61457.0,34.6,51167.0,21842.0,10342.0,32602.0,16.828026099549277,,,,,,,,,,,,,,53.04847291602258,Y,0
10100,34983,39681.0,40.0,47978.0,19992.0,7184.0,19382.0,18.10438245003906,,,,,,,,,,,,,,48.844535167964516,Y,0
10101,34984,14196.0,40.6,49316.0,24323.0,2517.0,7058.0,17.730346576500423,,,,,,,,,,,,,,49.718230487461256,Y,0
10110,35004,9542.0,37.7,58832.0,28704.0,1078.0,5074.0,11.29742192412492,,,,,,,,,,,,,,53.17543491930413,Y,0
10111,35005,8150.0,38.2,46059.0,21273.0,1456.0,3985.0,17.865030674846626,,,,,,,,,,,,,,48.895705521472394,Y,0
10119,35016,17245.0,40.0,42771.0,22469.0,2256.0,8061.0,13.082052768918528,,,,,,,,,,,,,,46.74398376340968,Y,0
10120,35019,1612.0,42.7,54342.0,22934.0,167.0,900.0,10.359801488833748,,,,,,,,,,,,,,55.831265508684865,Y,0
10130,35040,15679.0,32.5,60838.0,24642.0,1540.0,8363.0,9.822054977996046,,,,,,,,,,,,,,53.33886089674086,Y,0
10132,35043,9346.0,34.9,90106.0,32310.0,232.0,4995.0,2.482345388401455,,,,,,,,,,,,,,53.44532420286754,Y,0
10135,35046,4908.0,44.1,45410.0,24924.0,730.0,2440.0,14.873675631621841,,,,,,,,,,,,,,49.71475142624287,Y,0
10136,35049,4270.0,37.1,42005.0,19486.0,588.0,1973.0,13.770491803278688,,,,,,,,,,,,,,46.20608899297424,Y,0
10142,35057,12434.0,42.5,41938.0,22625.0,1958.0,5870.0,15.747144925205083,,,,,,,,,,,,,,47.20926491877111,Y,0
10158,35080,15821.0,33.4,79570.0,30279.0,775.0,8357.0,4.898552556728399,,,,,,,,,,,,,,52.8221983439732,Y,0
10164,35091,2793.0,35.6,78194.0,25928.0,209.0,1426.0,7.482993197278912,,,,,,,,,,,,,,51.0562119584676,Y,0
10165,35094,14953.0,37.5,51912.0,24185.0,2404.0,7448.0,16.07704139637531,,,,,,,,,,,,,,49.80940279542567,Y,0
10169,35111,16691.0,38.5,79311.0,30640.0,1198.0,8655.0,7.177520819603379,,,,,,,,,,,,,,51.85429273261039,Y,0
10171,35114,6906.0,38.1,83658.0,34486.0,411.0,3617.0,5.951346655082537,,,,,,,,,,,,,,52.37474659716189,Y,0
10173,35116,4204.0,43.3,68222.0,30132.0,383.0,2305.0,9.110371075166508,,,,,,,,,,,,,,54.82873453853473,Y,0
10174,35117,5550.0,37.5,72500.0,29385.0,751.0,2860.0,13.531531531531531,,,,,,,,,,,,,,51.531531531531535,Y,0
10177,35120,14674.0,35.9,52939.0,20681.0,2076.0,7197.0,14.147471718686111,,,,,,,,,,,,,,49.04593157966471,Y,0
10179,35124,23188.0,38.9,71871.0,34462.0,1463.0,13710.0,6.309297912713473,,,,,,,,,,,,,,59.125409694669656,Y,0
10181,35126,21741.0,41.4,62154.0,26870.0,1871.0,11370.0,8.60585989604894,,,,,,,,,,,,,,52.297502414792326,Y,0
10182,35127,10315.0,43.1,62381.0,26124.0,585.0,5138.0,5.671352399418323,,,,,,,,,,,,,,49.81095492001939,Y,0
10183,35128,9527.0,38.3,45331.0,29525.0,1277.0,4483.0,13.404009656764984,,,,,,,,,,,,,,47.055736328330006,Y,0
10186,35133,3490.0,41.9,54263.0,26127.0,205.0,1733.0,5.873925501432665,,,,,,,,,,,,,,49.656160458452725,Y,0
10192,35147,5961.0,33.3,74150.0,29517.0,294.0,3036.0,4.9320583794665325,,,,,,,,,,,,,,50.931051836940114,Y,0
10196,27028,25891.0,42.2,42109.0,21085.0,4317.0,12534.0,16.67374763431308,,,,,,,,,,,,,,48.41064462554556,Y,0
10199,27041,8139.0,43.0,42146.0,21417.0,1565.0,3834.0,19.228406438137362,,,,,,,,,,,,,,47.106524143015115,Y,0
10202,27045,8664.0,42.8,51620.0,26092.0,809.0,4762.0,9.337488457987073,,,,,,,,,,,,,,54.963065558633424,Y,0
10204,27047,1099.0,38.6,41098.0,17944.0,310.0,539.0,28.207461328480438,,,,,,,,,,,,,,49.044585987261144,Y,0
10205,27048,8679.0,41.0,40998.0,20796.0,1431.0,4575.0,16.488074662979606,,,,,,,,,,,,,,52.71344624956792,Y,0
10206,27050,4365.0,40.0,55016.0,23241.0,673.0,2224.0,15.418098510882016,,,,,,,,,,,,,,50.95074455899198,Y,0
10207,27051,7979.0,39.9,46473.0,22374.0,1641.0,3838.0,20.566487028449682,,,,,,,,,,,,,,48.10126582278481,Y,0
10208,27052,10646.0,42.8,41237.0,21312.0,1844.0,5251.0,17.321059552883714,,,,,,,,,,,,,,49.32368964869435,Y,0
10211,27055,13858.0,43.0,43098.0,22733.0,2996.0,6494.0,21.619281281570213,,,,,,,,,,,,,,46.86101890604705,Y,0
10230,27127,35007.0,36.5,46103.0,23708.0,5196.0,18359.0,14.842745736566972,,,,,,,,,,,,,,52.44379695489474,Y,0
10233,27205,33782.0,39.1,45939.0,21429.0,4970.0,16433.0,14.711976792374637,,,,,,,,,,,,,,48.64424841631638,Y,0
10238,27214,11376.0,35.2,49688.0,22146.0,1980.0,5646.0,17.40506329113924,,,,,,,,,,,,,,49.630801687763714,Y,0
10246,27233,3424.0,43.2,48250.0,23199.0,219.0,1876.0,6.396028037383178,,,,,,,,,,,,,,54.78971962616822,Y,0
10248,27239,9255.0,43.5,41250.0,21519.0,1551.0,4519.0,16.758508914100485,,,,,,,,,,,,,,48.82766072393301,Y,0
10250,27243,4186.0,42.1,64841.0,32998.0,244.0,2398.0,5.828953655040611,,,,,,,,,,,,,,57.286192068800766,Y,0
10252,27248,4806.0,36.9,41366.0,18214.0,705.0,2434.0,14.66916354556804,,,,,,,,,,,,,,50.64502704952143,Y,0
10253,27249,12596.0,42.1,50095.0,25651.0,1369.0,6784.0,10.868529691965703,,,,,,,,,,,,,,53.85836773578914,Y,0
10255,27253,28303.0,39.8,42297.0,22250.0,4945.0,14046.0,17.4716461152528,,,,,,,,,,,,,,49.6272479949122,Y,0
10256,27258,6697.0,37.1,43730.0,20653.0,1071.0,3643.0,15.992235329251903,,,,,,,,,,,,,,54.397491414065996,Y,0
10263,27278,23690.0,40.6,57627.0,32376.0,3368.0,12807.0,14.216969185310257,,,,,,,,,,,,,,54.06078514140988,Y,0
10264,27281,2361.0,42.8,42169.0,20453.0,363.0,1117.0,15.374841168996188,,,,,,,,,,,,,,47.31046166878441,Y,0
10266,27283,3124.0,43.4,52015.0,27215.0,233.0,1729.0,7.458386683738796,,,,,,,,,,,,,,55.34571062740077,Y,0
10273,27295,38122.0,41.1,45563.0,23035.0,5486.0,19497.0,14.390640574996064,,,,,,,,,,,,,,51.143696553171395,Y,0
10275,27299,5089.0,39.5,41875.0,18531.0,471.0,2685.0,9.255256435449008,,,,,,,,,,,,,,52.76085674985262,Y,0
10276,27301,9065.0,38.7,57248.0,24809.0,807.0,4557.0,8.902371759514617,,,,,,,,,,,,,,50.270270270270274,Y,0
10287,27317,16383.0,40.5,42295.0,22432.0,2731.0,8416.0,16.66971861075505,,,,,,,,,,,,,,51.37032289568455,Y,0
10288,27320,38920.0,42.7,40542.0,21907.0,6398.0,18920.0,16.43884892086331,,,,,,,,,,,,,,48.61253854059609,Y,0
10291,27330,39824.0,36.5,45766.0,22044.0,7187.0,19917.0,18.046906388107672,,,,,,,,,,,,,,50.01255524306951,Y,0
10295,27343,1615.0,42.8,41750.0,18447.0,353.0,746.0,21.857585139318886,,,,,,,,,,,,,,46.191950464396285,Y,0
10297,27349,6589.0,39.6,48831.0,21744.0,632.0,3757.0,9.591743815449993,,,,,,,,,,,,,,57.01927454848991,Y,0
10298,27350,6936.0,42.4,43957.0,20731.0,1123.0,3498.0,16.190888119953865,,,,,,,,,,,,,,50.432525951557096,Y,0
10301,27357,7120.0,38.8,47329.0,25270.0,1066.0,3715.0,14.97191011235955,,,,,,,,,,,,,,52.17696629213483,Y,0
10302,27358,14998.0,43.0,88382.0,40210.0,648.0,8056.0,4.320576076810242,,,,,,,,,,,,,,53.71382851046806,Y,0
10307,27377,7777.0,37.2,60718.0,30297.0,731.0,4445.0,9.3995113797094,,,,,,,,,,,,,,57.15571557155715,Y,0
10330,27501,17425.0,38.6,43289.0,21106.0,2613.0,8962.0,14.995695839311335,,,,,,,,,,,,,,51.431850789096124,Y,0
10334,27504,15230.0,36.6,45724.0,20237.0,3321.0,7644.0,21.80564674983585,,,,,,,,,,,,,,50.19041365725542,Y,0
10335,27505,5636.0,36.8,43012.0,21714.0,824.0,2885.0,14.620298083747338,,,,,,,,,,,,,,51.18878637331441,Y,0
10352,27516,38026.0,31.2,69349.0,36494.0,7236.0,19809.0,19.02908536264661,,,,,,,,,,,,,,52.093304581076104,Y,0
10366,27521,6587.0,34.7,44092.0,20087.0,1401.0,3341.0,21.26916654015485,,,,,,,,,,,,,,50.72111735236071,Y,0
10367,27522,12001.0,40.6,52468.0,24335.0,1209.0,6373.0,10.074160486626115,,,,,,,,,,,,,,53.10390800766603,Y,0
10370,27525,12918.0,40.2,43090.0,21928.0,1997.0,6721.0,15.459049388450225,,,,,,,,,,,,,,52.02817773649172,Y,0
10388,27542,8701.0,39.5,44975.0,20174.0,1955.0,4174.0,22.46868176071716,,,,,,,,,,,,,,47.97149752901965,Y,0
10398,27557,5921.0,40.0,43398.0,24475.0,1257.0,2753.0,21.229522040195913,,,,,,,,,,,,,,46.495524404661374,Y,0
10399,27559,2466.0,40.9,56618.0,27164.0,150.0,1251.0,6.082725060827251,,,,,,,,,,,,,,50.72992700729927,Y,0
10411,27569,7494.0,36.8,47481.0,18447.0,1545.0,3771.0,20.616493194555645,,,,,,,,,,,,,,50.32025620496397,Y,0
10412,27571,4291.0,38.1,78972.0,27526.0,421.0,2240.0,9.811232812864134,,,,,,,,,,,,,,52.20228384991844,Y,0
10413,27572,6818.0,43.7,70922.0,34176.0,405.0,3990.0,5.940158404224112,,,,,,,,,,,,,,58.521560574948666,Y,0
10415,27574,15048.0,41.3,44809.0,21541.0,2241.0,7368.0,14.892344497607656,,,,,,,,,,,,,,48.963317384370015,Y,0
10420,27583,6829.0,42.9,53231.0,25842.0,553.0,3495.0,8.097818128569337,,,,,,,,,,,,,,51.17879630985503,Y,0
10424,27591,21064.0,37.4,50998.0,23773.0,2722.0,10745.0,12.922521838207368,,,,,,,,,,,,,,51.011203949867074,Y,0
10425,27592,16151.0,33.1,56967.0,22530.0,1683.0,8611.0,10.420407405114235,,,,,,,,,,,,,,53.31558417435453,Y,0
10426,27596,16242.0,37.2,57863.0,26109.0,1818.0,8587.0,11.193202807536018,,,,,,,,,,,,,,52.869104790050486,Y,0
10427,27597,24140.0,37.1,52552.0,22070.0,3510.0,12245.0,14.540182270091135,,,,,,,,,,,,,,50.724937862468934,Y,0
10429,27603,46175.0,33.3,54904.0,27950.0,9111.0,27242.0,19.731456415809422,,,,,,,,,,,,,,58.99729290741743,Y,0
10470,27712,20804.0,43.8,77440.0,35952.0,1104.0,10869.0,5.3066717938857915,,,,,,,,,,,,,,52.24476062295712,Y,0
10494,27822,8082.0,43.6,46250.0,21943.0,1512.0,4113.0,18.70824053452116,,,,,,,,,,,,,,50.89086859688196,Y,0
