,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Employment Labor Force,Poverty Rate,Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude,Employment_PCT,Recommended,Another_Store_Present
19520,51033,506.0,32.4,72955.0,34184.0,19.0,275.0,3.7549407114624507,,,,,,,,,,,,,,54.34782608695652,Y,0
19525,51038,1761.0,44.2,68971.0,27576.0,62.0,1026.0,3.520726859738785,,,,,,,,,,,,,,58.262350936967636,Y,0
19526,51039,2477.0,42.7,58681.0,27946.0,150.0,1255.0,6.0557125555106985,,,,,,,,,,,,,,50.66612838110618,Y,0
19529,51044,214.0,42.8,54583.0,23344.0,9.0,125.0,4.205607476635514,,,,,,,,,,,,,,58.41121495327103,Y,0
19532,51048,654.0,39.3,56000.0,31149.0,58.0,361.0,8.868501529051988,,,,,,,,,,,,,,55.198776758409785,Y,0
19534,51050,2882.0,39.1,59479.0,24319.0,105.0,1537.0,3.6433032616238723,,,,,,,,,,,,,,53.33102012491325,Y,0
19535,51051,102.0,38.8,40714.0,20349.0,13.0,56.0,12.745098039215685,,,,,,,,,,,,,,54.90196078431372,Y,0
19536,51052,797.0,43.7,64813.0,30219.0,57.0,470.0,7.151819322459222,,,,,,,,,,,,,,58.971141781681304,Y,0
19538,51054,4979.0,35.7,80572.0,26636.0,712.0,2669.0,14.300060253062863,,,,,,,,,,,,,,53.60514159469773,Y,0
19539,51055,1396.0,33.5,59643.0,27044.0,109.0,760.0,7.808022922636103,,,,,,,,,,,,,,54.44126074498568,Y,0
19553,51108,6376.0,40.9,51667.0,27103.0,835.0,3007.0,13.09598494353827,,,,,,,,,,,,,,47.161229611041406,Y,0
19554,51109,3122.0,39.7,41827.0,20963.0,335.0,1666.0,10.730301089045483,,,,,,,,,,,,,,53.36322869955157,Y,0
19555,51111,209.0,34.8,68750.0,24540.0,0.0,128.0,0.0,,,,,,,,,,,,,,61.24401913875598,Y,0
19556,51201,6232.0,43.0,55102.0,31172.0,419.0,3632.0,6.7233632862644415,,,,,,,,,,,,,,58.2798459563543,Y,0
19558,51231,284.0,35.1,73750.0,40433.0,29.0,148.0,10.211267605633802,,,,,,,,,,,,,,52.11267605633803,Y,0
19560,51234,1106.0,42.9,59179.0,26997.0,41.0,678.0,3.7070524412296564,,,,,,,,,,,,,,61.301989150090414,Y,0
19561,51235,995.0,37.3,47670.0,19235.0,137.0,553.0,13.768844221105528,,,,,,,,,,,,,,55.57788944723618,Y,0
19563,51238,1295.0,35.5,54896.0,25300.0,50.0,675.0,3.861003861003861,,,,,,,,,,,,,,52.12355212355212,Y,0
19564,51239,3318.0,33.3,63700.0,26537.0,176.0,1791.0,5.304400241109102,,,,,,,,,,,,,,53.97830018083182,Y,0
19565,51240,1739.0,36.6,49471.0,24270.0,183.0,877.0,10.523289246693501,,,,,,,,,,,,,,50.43128234617596,Y,0
19566,51241,1846.0,32.2,58000.0,24648.0,104.0,892.0,5.633802816901408,,,,,,,,,,,,,,48.320693391115924,Y,0
19567,51242,248.0,35.8,55625.0,32060.0,9.0,133.0,3.629032258064516,,,,,,,,,,,,,,53.62903225806452,Y,0
19569,51244,84.0,40.0,64375.0,26056.0,0.0,57.0,0.0,,,,,,,,,,,,,,67.85714285714286,Y,0
19570,51245,1517.0,36.8,44844.0,23143.0,377.0,709.0,24.851680949241924,,,,,,,,,,,,,,46.736980883322346,Y,0
19571,51246,3801.0,39.0,52500.0,24483.0,136.0,2009.0,3.578005787950539,,,,,,,,,,,,,,52.85451197053407,Y,0
19572,51247,4954.0,30.8,56484.0,21562.0,668.0,2592.0,13.484053290270488,,,,,,,,,,,,,,52.32135647961243,Y,0
19574,51249,3455.0,42.9,46613.0,23398.0,344.0,1826.0,9.956584659913169,,,,,,,,,,,,,,52.850940665701884,Y,0
19578,51333,470.0,38.5,44167.0,23775.0,36.0,255.0,7.659574468085107,,,,,,,,,,,,,,54.255319148936174,Y,0
19579,51334,7360.0,39.5,48157.0,26818.0,964.0,4103.0,13.097826086956522,,,,,,,,,,,,,,55.74728260869565,Y,0
19580,51338,901.0,37.0,57500.0,26477.0,69.0,515.0,7.658157602663707,,,,,,,,,,,,,,57.158712541620424,Y,0
19582,51342,1165.0,41.0,43650.0,23335.0,73.0,622.0,6.266094420600858,,,,,,,,,,,,,,53.39055793991416,Y,0
19584,51345,380.0,41.0,51319.0,23182.0,32.0,246.0,8.421052631578947,,,,,,,,,,,,,,64.73684210526316,Y,0
19586,51347,1359.0,37.8,55583.0,27727.0,34.0,759.0,2.501839587932303,,,,,,,,,,,,,,55.849889624724064,Y,0
19587,51350,566.0,39.8,46250.0,24617.0,13.0,300.0,2.2968197879858656,,,,,,,,,,,,,,53.003533568904594,Y,0
19591,51357,801.0,32.9,51071.0,24689.0,93.0,495.0,11.610486891385769,,,,,,,,,,,,,,61.79775280898876,Y,0
19598,51401,12086.0,41.4,47047.0,25698.0,1153.0,6728.0,9.539963594241271,,,,,,,,,,,,,,55.667714711236144,Y,0
19599,51430,812.0,38.2,55938.0,21657.0,63.0,415.0,7.758620689655173,,,,,,,,,,,,,,51.108374384236456,Y,0
19600,51431,385.0,43.8,44922.0,21913.0,11.0,178.0,2.857142857142857,,,,,,,,,,,,,,46.23376623376623,Y,0
19602,51436,956.0,34.6,57321.0,26397.0,55.0,509.0,5.7531380753138075,,,,,,,,,,,,,,53.24267782426778,Y,0
19603,51439,1149.0,41.5,54722.0,24215.0,157.0,583.0,13.664055700609225,,,,,,,,,,,,,,50.739773716275025,Y,0
19604,51440,366.0,34.1,52639.0,29824.0,11.0,187.0,3.0054644808743167,,,,,,,,,,,,,,51.09289617486339,Y,0
19606,51442,9596.0,34.6,43967.0,20127.0,1740.0,4685.0,18.132555231346394,,,,,,,,,,,,,,48.82242601083785,Y,0
19612,51448,653.0,40.8,44219.0,22819.0,74.0,303.0,11.332312404287903,,,,,,,,,,,,,,46.40122511485452,Y,0
19616,51453,801.0,41.5,46925.0,24800.0,95.0,392.0,11.860174781523096,,,,,,,,,,,,,,48.93882646691635,Y,0
19617,51454,1525.0,42.3,52583.0,23459.0,130.0,773.0,8.524590163934427,,,,,,,,,,,,,,50.68852459016394,Y,0
19620,51459,91.0,42.4,45833.0,20809.0,2.0,50.0,2.197802197802198,,,,,,,,,,,,,,54.94505494505494,Y,0
19622,51462,1109.0,33.3,48056.0,23015.0,115.0,536.0,10.36970243462579,,,,,,,,,,,,,,48.33183047790803,Y,0
19634,51525,1089.0,42.3,54336.0,25614.0,71.0,556.0,6.519742883379247,,,,,,,,,,,,,,51.05601469237833,Y,0
19636,51527,438.0,42.5,43594.0,18653.0,42.0,237.0,9.58904109589041,,,,,,,,,,,,,,54.10958904109589,Y,0
19639,51530,1198.0,34.2,48056.0,21756.0,80.0,612.0,6.67779632721202,,,,,,,,,,,,,,51.08514190317195,Y,0
19643,51534,9495.0,40.7,67281.0,27091.0,645.0,4536.0,6.79304897314376,,,,,,,,,,,,,,47.77251184834123,Y,0
19651,51544,984.0,39.8,47266.0,21393.0,84.0,599.0,8.536585365853659,,,,,,,,,,,,,,60.8739837398374,Y,0
19653,51546,2649.0,40.0,63594.0,27787.0,188.0,1397.0,7.097017742544357,,,,,,,,,,,,,,52.7368818422046,Y,0
19659,51553,1256.0,34.0,71016.0,31540.0,93.0,668.0,7.404458598726115,,,,,,,,,,,,,,53.18471337579618,Y,0
19660,51554,195.0,33.5,44156.0,29183.0,0.0,113.0,0.0,,,,,,,,,,,,,,57.94871794871795,Y,0
19661,51555,5425.0,41.1,57063.0,26408.0,402.0,2983.0,7.410138248847926,,,,,,,,,,,,,,54.986175115207374,Y,0
19662,51556,512.0,33.9,51200.0,20052.0,70.0,238.0,13.671875,,,,,,,,,,,,,,46.484375,Y,0
19665,51559,1660.0,43.9,64444.0,31736.0,184.0,911.0,11.08433734939759,,,,,,,,,,,,,,54.87951807228916,Y,0
19666,51560,2159.0,37.0,60854.0,25882.0,205.0,1157.0,9.495136637332099,,,,,,,,,,,,,,53.58962482630847,Y,0
19668,51562,382.0,42.0,49861.0,24120.0,43.0,184.0,11.256544502617801,,,,,,,,,,,,,,48.167539267015705,Y,0
19674,51571,763.0,37.8,76964.0,30446.0,18.0,409.0,2.3591087811271296,,,,,,,,,,,,,,53.604193971166445,Y,0
19677,51575,1640.0,40.4,67031.0,31861.0,14.0,918.0,0.8536585365853658,,,,,,,,,,,,,,55.97560975609756,Y,0
19678,51576,1937.0,38.5,78083.0,35268.0,103.0,1029.0,5.317501290655653,,,,,,,,,,,,,,53.12338668043366,Y,0
19679,51577,1316.0,43.9,55208.0,25370.0,82.0,722.0,6.231003039513678,,,,,,,,,,,,,,54.86322188449848,Y,0
19680,51578,87.0,43.2,48750.0,23854.0,3.0,43.0,3.4482758620689653,,,,,,,,,,,,,,49.42528735632184,Y,0
19681,51579,2499.0,39.4,50139.0,25500.0,292.0,1267.0,11.684673869547819,,,,,,,,,,,,,,50.700280112044815,Y,0
19688,51638,1367.0,44.0,48713.0,27711.0,146.0,800.0,10.680321872713971,,,,,,,,,,,,,,58.522311631309435,Y,0
19696,51650,430.0,33.3,54853.0,31293.0,27.0,220.0,6.27906976744186,,,,,,,,,,,,,,51.16279069767442,Y,0
19701,52001,43799.0,36.7,42611.0,22926.0,6571.0,24442.0,15.002625630722163,,,,,,,,,,,,,,55.80492705312907,Y,0
19705,52030,409.0,35.8,40781.0,21222.0,63.0,216.0,15.403422982885086,,,,,,,,,,,,,,52.81173594132029,Y,0
19706,52031,5508.0,44.1,53719.0,26791.0,289.0,2852.0,5.246913580246914,,,,,,,,,,,,,,51.77923021060276,Y,0
19707,52032,1397.0,43.0,52426.0,30079.0,99.0,845.0,7.086614173228346,,,,,,,,,,,,,,60.48675733715104,Y,0
19708,52033,3069.0,38.5,60625.0,25668.0,292.0,1746.0,9.514499837080482,,,,,,,,,,,,,,56.89149560117302,Y,0
19710,52037,1310.0,40.8,57112.0,28640.0,48.0,689.0,3.66412213740458,,,,,,,,,,,,,,52.595419847328245,Y,0
19711,52038,449.0,40.2,71339.0,25555.0,32.0,275.0,7.12694877505568,,,,,,,,,,,,,,61.24721603563474,Y,0
19713,52040,5688.0,39.2,47051.0,22886.0,569.0,2962.0,10.00351617440225,,,,,,,,,,,,,,52.07454289732771,Y,0
19714,52041,1481.0,37.9,60234.0,29857.0,85.0,941.0,5.739365293720459,,,,,,,,,,,,,,63.53814989871708,Y,0
19715,52042,1832.0,37.6,50278.0,21901.0,303.0,908.0,16.53930131004367,,,,,,,,,,,,,,49.56331877729258,Y,0
19718,52045,2604.0,35.6,65833.0,23973.0,225.0,1545.0,8.640552995391705,,,,,,,,,,,,,,59.33179723502304,Y,0
19719,52046,2241.0,36.4,71276.0,28660.0,47.0,1240.0,2.0972780008924587,,,,,,,,,,,,,,55.33244087460955,Y,0
19721,52048,417.0,38.0,56000.0,19586.0,32.0,268.0,7.6738609112709835,,,,,,,,,,,,,,64.26858513189448,Y,0
19725,52053,983.0,42.8,48750.0,20619.0,181.0,539.0,18.413021363173957,,,,,,,,,,,,,,54.83214649033571,Y,0
19727,52057,7961.0,41.7,53828.0,26776.0,759.0,4412.0,9.533978143449316,,,,,,,,,,,,,,55.42017334505715,Y,0
19729,52064,858.0,43.8,54750.0,26134.0,56.0,425.0,6.526806526806527,,,,,,,,,,,,,,49.53379953379953,Y,0
19732,52068,4141.0,35.4,76741.0,26931.0,285.0,2163.0,6.8823955566288335,,,,,,,,,,,,,,52.23375996136199,Y,0
19733,52069,1589.0,40.3,56296.0,23981.0,142.0,856.0,8.93643801132788,,,,,,,,,,,,,,53.8703587161737,Y,0
19736,52073,1341.0,31.5,63393.0,24164.0,49.0,726.0,3.6539895600298284,,,,,,,,,,,,,,54.13870246085011,Y,0
19737,52074,417.0,40.1,55000.0,25086.0,45.0,232.0,10.79136690647482,,,,,,,,,,,,,,55.63549160671463,Y,0
19738,52076,2700.0,41.8,50625.0,25714.0,330.0,1245.0,12.222222222222221,,,,,,,,,,,,,,46.111111111111114,Y,0
19742,52101,13845.0,40.1,53141.0,25122.0,948.0,8119.0,6.8472372697724815,,,,,,,,,,,,,,58.64210906464427,Y,0
19743,52132,1939.0,39.2,49564.0,24369.0,248.0,1123.0,12.790097988653946,,,,,,,,,,,,,,57.91645177926766,Y,0
19744,52133,625.0,40.3,66333.0,26065.0,33.0,343.0,5.28,,,,,,,,,,,,,,54.88,Y,0
19747,52136,5937.0,42.8,46200.0,24242.0,666.0,3291.0,11.2177867609904,,,,,,,,,,,,,,55.43203638201112,Y,0
19751,52144,1300.0,38.1,63068.0,23786.0,129.0,728.0,9.923076923076923,,,,,,,,,,,,,,56.0,Y,0
19760,52159,2583.0,42.4,51528.0,26902.0,295.0,1598.0,11.420828493999226,,,,,,,,,,,,,,61.86604723190089,Y,0
19761,52160,1075.0,39.2,49840.0,26996.0,160.0,614.0,14.883720930232558,,,,,,,,,,,,,,57.116279069767444,Y,0
19763,52162,3378.0,32.8,44056.0,23291.0,725.0,1711.0,21.462403789224393,,,,,,,,,,,,,,50.65127294256957,Y,0
19769,52169,476.0,37.7,46875.0,20808.0,80.0,243.0,16.80672268907563,,,,,,,,,,,,,,51.05042016806723,Y,0
19773,52175,3889.0,42.5,49534.0,23954.0,295.0,2023.0,7.585497557212651,,,,,,,,,,,,,,52.018513756749805,Y,0
19774,52201,1194.0,43.0,70368.0,27843.0,115.0,664.0,9.631490787269682,,,,,,,,,,,,,,55.61139028475712,Y,0
19777,52205,8683.0,43.2,54877.0,25159.0,684.0,4062.0,7.87746170678337,,,,,,,,,,,,,,46.7810664516872,Y,0
19778,52206,2482.0,33.7,81450.0,29619.0,21.0,1352.0,0.8460918614020951,,,,,,,,,,,,,,54.47219983883964,Y,0
19781,52209,1281.0,34.0,54191.0,21487.0,45.0,668.0,3.51288056206089,,,,,,,,,,,,,,52.14676034348165,Y,0
19782,52210,871.0,32.0,53082.0,22095.0,61.0,463.0,7.003444316877153,,,,,,,,,,,,,,53.157290470723304,Y,0
19783,52211,2735.0,41.1,50793.0,23411.0,288.0,1361.0,10.530164533820841,,,,,,,,,,,,,,49.762340036563074,Y,0
19785,52213,4437.0,38.7,74009.0,31817.0,196.0,2450.0,4.417399143565472,,,,,,,,,,,,,,55.2174892945684,Y,0
19786,52214,3003.0,39.5,52396.0,27441.0,266.0,1552.0,8.857808857808857,,,,,,,,,,,,,,51.68165168165168,Y,0
19788,52216,1555.0,40.7,61389.0,27717.0,112.0,753.0,7.202572347266881,,,,,,,,,,,,,,48.42443729903537,Y,0
19790,52218,1880.0,38.7,59861.0,27142.0,166.0,1028.0,8.829787234042554,,,,,,,,,,,,,,54.680851063829785,Y,0
19791,52219,180.0,42.0,53750.0,23908.0,13.0,94.0,7.222222222222222,,,,,,,,,,,,,,52.22222222222222,Y,0
19796,52224,2475.0,36.8,61688.0,27285.0,134.0,1336.0,5.414141414141414,,,,,,,,,,,,,,53.97979797979798,Y,0
19798,52227,2988.0,35.1,81563.0,31780.0,53.0,1692.0,1.7737617135207497,,,,,,,,,,,,,,56.626506024096386,Y,0
19799,52228,2756.0,39.6,84844.0,35458.0,40.0,1603.0,1.4513788098693758,,,,,,,,,,,,,,58.16400580551524,Y,0
19800,52229,813.0,43.4,61719.0,30072.0,35.0,438.0,4.305043050430505,,,,,,,,,,,,,,53.874538745387454,Y,0
19804,52235,783.0,41.2,47500.0,21682.0,174.0,406.0,22.22222222222222,,,,,,,,,,,,,,51.851851851851855,Y,0
19805,52236,744.0,41.1,80341.0,26984.0,69.0,460.0,9.274193548387096,,,,,,,,,,,,,,61.82795698924731,Y,0
19806,52237,1337.0,42.2,52708.0,23067.0,134.0,757.0,10.022438294689604,,,,,,,,,,,,,,56.619296933433056,Y,0
19816,52247,5431.0,38.8,51544.0,24682.0,500.0,3042.0,9.206407659731173,,,,,,,,,,,,,,56.01178420180445,Y,0
19817,52248,1951.0,38.0,51554.0,26368.0,209.0,1065.0,10.71245515120451,,,,,,,,,,,,,,54.58739108149667,Y,0
19819,52251,552.0,43.5,56250.0,23269.0,84.0,323.0,15.217391304347826,,,,,,,,,,,,,,58.51449275362319,Y,0
19820,52253,2761.0,40.1,70163.0,28992.0,187.0,1455.0,6.772908366533865,,,,,,,,,,,,,,52.698297718218036,Y,0
19824,52301,3641.0,37.9,45172.0,23607.0,579.0,2116.0,15.90222466355397,,,,,,,,,,,,,,58.11590222466356,Y,0
19827,52306,1944.0,38.0,59213.0,28336.0,166.0,1075.0,8.539094650205762,,,,,,,,,,,,,,55.29835390946502,Y,0
19829,52308,148.0,44.0,48125.0,21764.0,26.0,105.0,17.56756756756757,,,,,,,,,,,,,,70.94594594594595,Y,0
19831,52310,6592.0,41.8,54478.0,26976.0,423.0,3718.0,6.416868932038835,,,,,,,,,,,,,,56.40169902912621,Y,0
19834,52314,6027.0,33.1,72722.0,25523.0,410.0,3184.0,6.802721088435374,,,,,,,,,,,,,,52.82893645262983,Y,0
19835,52315,958.0,42.4,61750.0,27831.0,14.0,461.0,1.4613778705636744,,,,,,,,,,,,,,48.12108559498956,Y,0
19840,52321,522.0,42.5,54808.0,25282.0,40.0,330.0,7.662835249042145,,,,,,,,,,,,,,63.2183908045977,Y,0
19841,52322,2466.0,38.9,65852.0,28278.0,99.0,1516.0,4.014598540145985,,,,,,,,,,,,,,61.47607461476075,Y,0
19843,52324,1956.0,38.5,80176.0,28270.0,72.0,1013.0,3.6809815950920246,,,,,,,,,,,,,,51.789366053169736,Y,0
19846,52327,3640.0,35.3,83542.0,32337.0,253.0,2148.0,6.950549450549451,,,,,,,,,,,,,,59.010989010989015,Y,0
19849,52330,888.0,41.6,49730.0,22763.0,89.0,508.0,10.022522522522523,,,,,,,,,,,,,,57.207207207207205,Y,0
19851,52333,6763.0,42.2,86940.0,37389.0,191.0,3984.0,2.824190448026024,,,,,,,,,,,,,,58.90876829809256,Y,0
19854,52336,2363.0,43.7,60625.0,28756.0,103.0,1275.0,4.358865848497673,,,,,,,,,,,,,,53.9568345323741,Y,0
19855,52337,969.0,35.4,50897.0,20155.0,144.0,534.0,14.860681114551083,,,,,,,,,,,,,,55.10835913312693,Y,0
19857,52339,4435.0,35.1,46858.0,19510.0,807.0,2144.0,18.196166854565952,,,,,,,,,,,,,,48.34272829763247,Y,0
19858,52340,2183.0,32.2,59688.0,28967.0,89.0,1329.0,4.07695831424645,,,,,,,,,,,,,,60.879523591388,Y,0
19860,52342,2880.0,44.1,42059.0,21917.0,541.0,1453.0,18.78472222222222,,,,,,,,,,,,,,50.451388888888886,Y,0
19861,52345,1428.0,34.8,67396.0,28254.0,130.0,846.0,9.103641456582633,,,,,,,,,,,,,,59.2436974789916,Y,0
19862,52346,1112.0,33.3,58200.0,25757.0,98.0,565.0,8.81294964028777,,,,,,,,,,,,,,50.80935251798561,Y,0
19864,52348,49.0,40.8,71250.0,24953.0,5.0,32.0,10.204081632653061,,,,,,,,,,,,,,65.3061224489796,Y,0
19865,52349,7350.0,42.0,51339.0,22683.0,935.0,3420.0,12.72108843537415,,,,,,,,,,,,,,46.53061224489796,Y,0
19867,52352,1668.0,41.9,72014.0,30407.0,157.0,943.0,9.412470023980815,,,,,,,,,,,,,,56.534772182254194,Y,0
19868,52353,8933.0,43.4,50482.0,27350.0,887.0,4807.0,9.929474980409717,,,,,,,,,,,,,,53.811709392141495,Y,0
19871,52356,2912.0,42.3,56412.0,26281.0,214.0,1535.0,7.3489010989010985,,,,,,,,,,,,,,52.71291208791209,Y,0
19872,52358,3843.0,37.8,64073.0,27607.0,200.0,2280.0,5.204267499349466,,,,,,,,,,,,,,59.32864949258392,Y,0
19874,52361,4395.0,36.3,64421.0,29639.0,700.0,2366.0,15.927189988623436,,,,,,,,,,,,,,53.833902161547215,Y,0
19888,52531,5948.0,40.6,46617.0,24243.0,724.0,2952.0,12.172158708809684,,,,,,,,,,,,,,49.630127774041696,Y,0
19889,52533,1626.0,42.6,49938.0,21050.0,124.0,817.0,7.626076260762607,,,,,,,,,,,,,,50.2460024600246,Y,0
19893,52537,6430.0,41.1,44558.0,21663.0,1089.0,3060.0,16.936236391912907,,,,,,,,,,,,,,47.58942457231726,Y,0
19894,52540,1334.0,42.0,49038.0,23163.0,217.0,789.0,16.26686656671664,,,,,,,,,,,,,,59.14542728635682,Y,0
19896,52543,517.0,32.7,76357.0,29076.0,28.0,266.0,5.415860735009671,,,,,,,,,,,,,,51.45067698259188,Y,0
19903,52553,1708.0,44.3,44833.0,25215.0,220.0,924.0,12.880562060889929,,,,,,,,,,,,,,54.09836065573771,Y,0
19909,52561,882.0,32.7,43750.0,21902.0,87.0,411.0,9.863945578231293,,,,,,,,,,,,,,46.59863945578231,Y,0
19918,52573,102.0,31.4,55859.0,24135.0,0.0,69.0,0.0,,,,,,,,,,,,,,67.6470588235294,Y,0
19921,52577,15091.0,39.9,44045.0,23757.0,2676.0,7970.0,17.732423298654826,,,,,,,,,,,,,,52.81293486183818,Y,0
19926,52585,963.0,35.5,49653.0,22442.0,64.0,504.0,6.645898234683282,,,,,,,,,,,,,,52.33644859813084,Y,0
19935,52619,524.0,31.7,50313.0,20374.0,75.0,315.0,14.312977099236642,,,,,,,,,,,,,,60.11450381679389,Y,0
19938,52623,1966.0,41.1,53571.0,23511.0,73.0,1023.0,3.713123092573754,,,,,,,,,,,,,,52.03458799593082,Y,0
19939,52624,215.0,32.7,51458.0,36369.0,12.0,153.0,5.5813953488372094,,,,,,,,,,,,,,71.16279069767442,Y,0
19940,52625,2678.0,43.3,53727.0,26283.0,157.0,1438.0,5.862584017923823,,,,,,,,,,,,,,53.69678864824496,Y,0
19949,52640,1606.0,41.2,55529.0,36467.0,136.0,879.0,8.468244084682441,,,,,,,,,,,,,,54.73225404732254,Y,0
19950,52641,12114.0,40.0,48057.0,23003.0,1952.0,6070.0,16.113587584612844,,,,,,,,,,,,,,50.107313851741786,Y,0
19951,52644,323.0,40.0,75500.0,36412.0,20.0,167.0,6.191950464396285,,,,,,,,,,,,,,51.702786377708975,Y,0
19954,52647,232.0,39.5,51875.0,26379.0,18.0,135.0,7.758620689655173,,,,,,,,,,,,,,58.189655172413794,Y,0
19955,52649,1030.0,41.5,41538.0,19229.0,139.0,476.0,13.495145631067961,,,,,,,,,,,,,,46.213592233009706,Y,0
19957,52651,820.0,41.0,54271.0,24434.0,169.0,442.0,20.609756097560975,,,,,,,,,,,,,,53.90243902439025,Y,0
19958,52653,3480.0,41.4,47500.0,22984.0,465.0,1642.0,13.362068965517242,,,,,,,,,,,,,,47.18390804597701,Y,0
19959,52654,1866.0,44.3,48594.0,22063.0,333.0,885.0,17.84565916398714,,,,,,,,,,,,,,47.42765273311897,Y,0
19967,52720,965.0,42.8,51054.0,21274.0,100.0,466.0,10.362694300518134,,,,,,,,,,,,,,48.29015544041451,Y,0
19968,52721,795.0,41.5,51827.0,24835.0,75.0,412.0,9.433962264150944,,,,,,,,,,,,,,51.82389937106918,Y,0
19971,52726,4739.0,42.5,81359.0,32588.0,235.0,2518.0,4.958852078497573,,,,,,,,,,,,,,53.13357248364634,Y,0
19972,52727,451.0,42.8,81250.0,38315.0,0.0,330.0,0.0,,,,,,,,,,,,,,73.17073170731707,Y,0
19973,52728,909.0,41.2,43819.0,23645.0,50.0,466.0,5.5005500550055,,,,,,,,,,,,,,51.265126512651264,Y,0
19976,52731,712.0,35.6,55333.0,22756.0,52.0,403.0,7.303370786516854,,,,,,,,,,,,,,56.60112359550562,Y,0
19978,52737,398.0,42.2,47083.0,19907.0,23.0,204.0,5.778894472361809,,,,,,,,,,,,,,51.256281407035175,Y,0
19979,52738,3536.0,37.3,50742.0,20834.0,495.0,1788.0,13.998868778280542,,,,,,,,,,,,,,50.56561085972851,Y,0
19981,52742,7830.0,42.7,64625.0,28712.0,639.0,4295.0,8.160919540229886,,,,,,,,,,,,,,54.853128991060025,Y,0
19982,52745,526.0,41.7,68438.0,30003.0,57.0,296.0,10.836501901140684,,,,,,,,,,,,,,56.27376425855513,Y,0
19984,52747,2184.0,41.2,53813.0,26216.0,195.0,1123.0,8.928571428571429,,,,,,,,,,,,,,51.41941391941392,Y,0
19985,52748,9253.0,36.8,60392.0,30566.0,419.0,5110.0,4.5282611045066465,,,,,,,,,,,,,,55.22533232465146,Y,0
19986,52749,1341.0,33.2,77125.0,22561.0,37.0,725.0,2.759134973900075,,,,,,,,,,,,,,54.0641312453393,Y,0
19987,52750,547.0,43.8,67240.0,28233.0,16.0,331.0,2.9250457038391224,,,,,,,,,,,,,,60.51188299817185,Y,0
19988,52751,864.0,44.3,55469.0,26835.0,75.0,501.0,8.680555555555555,,,,,,,,,,,,,,57.986111111111114,Y,0
19989,52752,520.0,35.0,43750.0,18762.0,65.0,252.0,12.5,,,,,,,,,,,,,,48.46153846153846,Y,0
19990,52753,5483.0,43.4,75241.0,41187.0,190.0,3179.0,3.4652562465803394,,,,,,,,,,,,,,57.97920846252052,Y,0
19991,52754,1447.0,40.4,60769.0,29245.0,174.0,883.0,12.024879060124395,,,,,,,,,,,,,,61.02280580511403,Y,0
19992,52755,2032.0,39.4,61450.0,25506.0,153.0,1084.0,7.5295275590551185,,,,,,,,,,,,,,53.346456692913385,Y,0
19993,52756,2040.0,41.8,81389.0,33580.0,47.0,1110.0,2.303921568627451,,,,,,,,,,,,,,54.411764705882355,Y,0
20003,52769,835.0,37.7,68250.0,25955.0,95.0,435.0,11.377245508982035,,,,,,,,,,,,,,52.09580838323353,Y,0
20006,52774,115.0,32.8,66875.0,25792.0,16.0,66.0,13.91304347826087,,,,,,,,,,,,,,57.391304347826086,Y,0
20007,52776,4473.0,34.1,50938.0,21055.0,633.0,2375.0,14.151576123407109,,,,,,,,,,,,,,53.09635591325732,Y,0
20008,52777,1442.0,41.8,47235.0,23982.0,177.0,715.0,12.274618585298198,,,,,,,,,,,,,,49.58391123439667,Y,0
20009,52778,3735.0,42.4,62841.0,29244.0,367.0,2366.0,9.825970548862115,,,,,,,,,,,,,,63.34672021419009,Y,0
20013,52804,26954.0,37.3,50088.0,23726.0,3294.0,14644.0,12.22082065741634,,,,,,,,,,,,,,54.329598575350595,Y,0
20014,52806,27998.0,35.2,48553.0,24075.0,4634.0,13514.0,16.55118222730195,,,,,,,,,,,,,,48.26773340952925,Y,0
20019,53001,1880.0,43.3,65500.0,30247.0,64.0,1079.0,3.404255319148936,,,,,,,,,,,,,,57.3936170212766,Y,0
20020,53002,2501.0,40.4,65583.0,26409.0,105.0,1502.0,4.198320671731308,,,,,,,,,,,,,,60.05597760895642,Y,0
20022,53004,3360.0,38.5,72262.0,29064.0,118.0,1973.0,3.511904761904762,,,,,,,,,,,,,,58.720238095238095,Y,0
20028,53006,1814.0,41.8,60833.0,27701.0,299.0,1054.0,16.482910694597575,,,,,,,,,,,,,,58.10363836824697,Y,0
20030,53010,7700.0,44.1,61231.0,28145.0,745.0,4439.0,9.675324675324676,,,,,,,,,,,,,,57.64935064935065,Y,0
20033,53013,3243.0,40.0,65795.0,31283.0,123.0,1799.0,3.7927844588344124,,,,,,,,,,,,,,55.47332716620413,Y,0
20034,53014,8069.0,42.6,54664.0,26748.0,869.0,4535.0,10.769612095674805,,,,,,,,,,,,,,56.20275127029372,Y,0
20035,53015,2647.0,40.1,58929.0,27761.0,119.0,1428.0,4.4956554590102,,,,,,,,,,,,,,53.947865508122405,Y,0
20040,53019,1863.0,41.8,52417.0,24308.0,209.0,997.0,11.218464841653248,,,,,,,,,,,,,,53.515834675254965,Y,0
20042,53021,4879.0,39.6,66491.0,27387.0,580.0,2896.0,11.887681902029104,,,,,,,,,,,,,,59.35642549702808,Y,0
